TIMESTAMP;CPU;RAM;UDP_DATA
1548606302716;3.14469;2800
1548606302817;16.6667;2800
1548606302918;1.23457;2800
1548606303019;0;2800
1548606303120;0;2800
1548606303221;0;2800
1548606303322;0;2800
1548606303423;1.21951;2800
1548606303524;0;2800
1548606303625;1.21951;2800
1548606303726;0;2800
1548606303827;0;2800
1548606303928;0;2800
1548606304029;0;2800
1548606304130;0;2800
1548606304231;0;2800
1548606304332;1.21951;2800
1548606304433;0;2800
1548606304534;0;2800
1548606304635;0;2800
1548606304736;0;2800
1548606304836;2.53165;2800
1548606304937;2.43902;2800
1548606305038;0;2800
1548606305139;1.23457;2800
1548606305240;0;2800
1548606305341;0;2800
1548606305442;0;2800
1548606305543;0;2800
1548606305644;0;2800
1548606305745;1.23457;2800
1548606305846;0;2800
1548606305947;0;2800
1548606306048;0;2800
1548606306149;0;2800
1548606306250;0;2800
1548606306351;0;2800
1548606306452;0;2800
1548606306553;0;2800
1548606306654;0;2800
1548606306756;0;2800
1548606306857;0;2800
1548606306957;1.25;2800
1548606307058;0;2800
1548606307159;0;2800
1548606307260;0;2800
1548606307361;0;2800
1548606307462;1.23457;2800
1548606307563;1.23457;2800
1548606307664;0;2800
1548606307764;0;2800
1548606307865;0;2800
1548606307966;0;2800
1548606308067;0;2800
1548606308168;1.23457;2800
1548606308269;0;2800
1548606308369;0;2800
1548606308470;0;2800
1548606308571;0;2800
1548606308672;0;2800
1548606308773;1.23457;2800
1548606308874;0;2800
1548606308975;0;2800
1548606309076;0;2800
1548606309177;0;2800
1548606309278;1.21951;2800
1548606309379;0;2800
1548606309480;0;2800
1548606309581;0;2800
1548606309682;0;2800
1548606309783;0;2800
1548606309884;0;2800
1548606309986;1.23457;2800
1548606310087;0;2800
1548606310188;0;2800
1548606310289;0;2800
1548606310390;0;2800
1548606310491;0;2800
1548606310592;0;2800
1548606310693;1.23457;2800
1548606310794;0;2800
1548606310895;0;2800
1548606310996;0;2800
1548606311097;1.21951;2800
1548606311198;1.23457;2800
1548606311299;0;2800
1548606311400;0;2800
1548606311501;0;2800
1548606311602;0;2800
1548606311703;0;2800
1548606311804;0;2800
1548606311905;0;2800
1548606312006;1.21951;2800
1548606312107;0;2800
1548606312208;0;2800
1548606312309;0;2800
1548606312410;0;2800
1548606312511;0;2800
1548606312611;0;2800
1548606312712;0;2800
